Titulo,Empresa,Local,Data,Categoria
Promotor Técnico Agrónomo (m/f) - Costa Alentejana,ADP Fertilizantes,Beja,12-9-2024,Agricultura / Florestas / Pescas
Esteticista para a DepilConcept da Covilhã,LETRAS A PRESSA - LDA,Castelo Branco,12-9-2024,Beleza / Moda / Bem Estar
"Professor(a) de Matemática para o 3.º Ciclo e Secundário  Grupo 500, Torres Vedras",Escola Internacional de Torres Vedras,Lisboa,12-9-2024,Educação / Formação
Formadores área Eletricidade/Eletrónica (distrito do Porto),Academia de Formação Rolear,Porto,12-9-2024,Educação / Formação
Talhante (m/f),Mercadinhos Adriano Supermercados S.A,Porto,12-9-2024,Lojas / Comércio / Balcão
Explicadores/ professores Matemática e FQ,Mundo Racional,Porto,12-9-2024,Educação / Formação
Precisa-se de professor/a de FÍSICO - QUÍMICO e CIÊNCIAS,Teoria de aprender,Porto,12-9-2024,Educação / Formação
Arquiteto (m/f)  Barcelos,"Creative Drawit, Unipessoal, Lda",Braga,12-9-2024,Arquitectura / Design
Formador/a de Cabeleireiro - Vila Nova de Famalicão,ACADEMIA APAMM,Braga,12-9-2024,Educação / Formação
Professor/a de Inglês,SPEAKEASY Languages School,Viseu,12-9-2024,Educação / Formação
Precisa-se de explicador(a) de Português/ (m/f) - Viseu,lapis e borracha lda,Viseu,12-9-2024,Educação / Formação
Técnico de Farmácia para Farmácia em Almada [Part-time],Farmácia Almada Fórum,Setubal,12-9-2024,Farmácia / Biotecnologia
Promotor Técnico Agrónomo (m/f) - Costa Alentejana,ADP Fertilizantes,Beja,12-9-2024,Agricultura / Florestas / Pescas
Assistente Administrativa (com alemão) (m/f),"Leica - Aparelhos Ópticos de Precisão, S.A.",Braga,12-9-2024,Administração / Secretariado
Explicadores de Matemática - Trofa,Centro de Estudos da Alameda - Livre Mente,Braga,12-9-2024,Educação / Formação
Professor(a) para Atividades de Enriquecimento Curricular - Música - Maceira,"Atelier de Saberes, Lda",Leiria,12-9-2024,Educação / Formação
Team Leader de Frota (M/F/D) - Santa Cruz (Madeira),DRIVE ON HOLIDAYS,Madeira,12-9-2024,Lojas / Comércio / Balcão
Carpinteiro,JANUARIO GONCALVES & CABRITA LDA,Faro,12-9-2024,Indústria / Produção
Explicador 2º e 3º Ciclo,Entre Abraços,Faro,12-9-2024,Educação / Formação
Motorista de Pesados C+E,MADEIRAS AFONSO LDA,Leiria,12-9-2024,Transportes / Logística
Cortador de Carnes Verdes,Novo Talho Martim,Braga,12-9-2024,Lojas / Comércio / Balcão
"Entidade na área da Formação, em Viseu, pretende recrutar formador na área da Cibersegurança",Ugt Viseu,Viseu,12-9-2024,Educação / Formação
Procura-se COZINHEIRA(O) de 1ª,Anónimo,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Cargo Técnico de Comissionamento e Suporte (M/F) - Lisboa,COEM SA,Lisboa,12-9-2024,Engenharia ( Eletrotecnica )
Técnico(a) de Contabilidade,"Adepto das Letras, Lda",Faro,12-9-2024,Contabilidade / Finanças
Professor(a) 2º ou  3º ciclo para ATL/ Apoio ao Estudo,Byou Ensino e Tempos Livres,Faro,12-9-2024,Educação / Formação
Psicólogo Clínico M/F,Associação Gerações Sorriso,Setubal,12-9-2024,Saúde / Medicina / Enfermagem
Precisa-se Rececionistas Hotel (M/F/D) - Aqualuz Tróia by The Editory - Sazonais,Aqualuz,Setubal,12-9-2024,Administração / Secretariado
Profissionais de saúde,Aurora Clinic,Braga,12-9-2024,Saúde / Medicina / Enfermagem
Técnico (a) de Contabilidade - Carnaxide,"Best Value, Lda",Lisboa,12-9-2024,Contabilidade / Finanças
Motorista nacional,FARIA ALVES,Porto,12-9-2024,Transportes / Logística
PROCURAMOS Enginheiro/a Alimentar,QUINTA FRIO LDA,Lisboa,12-9-2024,Engenharia ( Química / Biologia )
Técnico (a) de Contabilidade ( não CC),"ANADICONTA, LDA",Lisboa,12-9-2024,Contabilidade / Finanças
Administrativo/a na área Financeira,Comunidade Vida e Paz,Lisboa,12-9-2024,Contabilidade / Finanças
Consultores e Formadores (f/m),Sofati,( Todas as Zonas ),12-9-2024,Educação / Formação
Backend Developer,CLEVERTI - TECNOLOGIAS E INOVAÇÃO,( Todas as Zonas ),12-9-2024,Informática ( Programação )
Operador Logistica Distribuidor,Transportes Julião Pereira Mendes Lda,Lisboa,12-9-2024,Transportes / Logística
Lavador Automóveis - Santa Iria Azóia,"AUTO METRICS - COMERCIO AUTOMOVEL, LDA",Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Comercial,Infinity Market Unipessoal Lda,( Todas as Zonas ),12-9-2024,Comercial / Vendas
Professor(a)/Explicador(a) de Físico-Química e Matemática,Centro de Explicações Inovar,Braga,12-9-2024,Educação / Formação
Arquiteto/a para atelier de Arquitetura,A3S ARQUITETURAS LDA,Braga,12-9-2024,Arquitectura / Design
Eng. Civil,HELCAFA S.A.,Braga,12-9-2024,Engenharia ( Civil )
Técnico Superior de Segurança e Saúde no Trabalho (nível VI),"TPB - Tecnologia em Pavimentos e Construção, S.A.",Leiria,12-9-2024,Construção Civil
Picheleiro/Canalizador,INSTALNORCELOS UNIPESSOAL LDA,Braga,12-9-2024,Serviços Técnicos
Explicador Biologia e Geologia,Homework - Centro de Estudos,Braga,12-9-2024,Educação / Formação
Apoio ao Desenvolvimento (Customização),TESCA Portugal,Aveiro,12-9-2024,Arquitectura / Design
"Técnico(a) das áreas Florestal/Ambiental, Agrónomo ou Geógrafo",BALADI - Federação Nacional dos Baldios,Vila Real,12-9-2024,Engenharia ( Ambiente )
Procuramos Cozinheiro de 1ª (M/F) - Lisboa,Start.com Lda,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Vaga de emprego para engenheiro civil,Ilustre & Próspero Unipessoal Lda,Lisboa,12-9-2024,Engenharia ( Civil )
TROLHA / PEDREIRO - Porto,DIRECCIONAL-INVEST LDA,Porto,12-9-2024,Construção Civil
TERAPIA DA FALA - Oliveira de Azeméis,Instituto Clínico do Centro,Aveiro,12-9-2024,Saúde / Medicina / Enfermagem
AEC - Professor de TIC,"CEA, Cooperativa de Ensino Artístico",Braga,12-9-2024,Educação / Formação
Motorista Nacional _ PORTO,TRANSGRIJOENSE UNIPESSOAL LDA,Porto,12-9-2024,Transportes / Logística
Administrativo (m/f)  - Ferreira do Alentejo,LUIS VICENTE SA,Beja,12-9-2024,Administração / Secretariado
Jornalista,Horizonte de Palavras Edições,Porto,12-9-2024,Comunicação Social / Media
Rececionista (m/f) para Motel em Perafita,VALE DE LENÇOIS HOTELARIA E TURISMO SA,Porto,12-9-2024,Hotelaria / Turismo
Lavador Automóveis - Santa Iria Azóia,"AUTO METRICS - COMERCIO AUTOMOVEL, LDA",Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Cozinheiro/a,TAVERNA DO MERCADO LDA,( Todas as Zonas ),12-9-2024,Restauração / Bares / Pastelarias
"Técnico de Manutenção Polivalente (M/F) - Pinheiros Altos, Quinta do Lago",San Lorenzo Golf Course,Faro,12-9-2024,Conservação / Manutenção / Técnica
Mecânico de Desempanagem - Lisboa,Automóvel Club de Portugal,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Terapeuta da Fala ao domicílio,Arte do Cuidar,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Explicadores/Professores,RACIOCINIO OBEDIENTE LDA,Braga,12-9-2024,Educação / Formação
Professor(a) de Físico-Química - 3.º Ciclo,Centro Educativo 22,Braga,12-9-2024,Educação / Formação
Motorista pesados para terraplanagem,Eduardo Pinto Ribeiro Lda,Porto,12-9-2024,Transportes / Logística
ENGENHEIRO (a) CIVIL - Adjunto Obra (M/F),"E4U - Engenharia e Construção, Lda.",Lisboa,12-9-2024,Engenharia ( Civil )
Professor/a de Física e Química - Lisboa,Escola Digital,Lisboa,12-9-2024,Educação / Formação
Assistente de Loja de Telecomunicações,Titulo Glamoroso Unipessoal Lda,Lisboa,12-9-2024,Comercial / Vendas
Motoristas categoria C+E,EMPREITRANS - LDA,Lisboa,12-9-2024,Transportes / Logística
Técnico de Gestão Financeira (M/F),"ISPA, CRL",Lisboa,12-9-2024,Banca / Seguros / Serviços Financeiros
Colaborador/a Full-Time no restaurante do Hotel Clube do Lago,Confidencial,Lisboa,12-9-2024,Hotelaria / Turismo
Fotógrafo(a) Para Agência Artística,Decibell,Lisboa,12-9-2024,Artes / Entretenimento / Media
"Infrastructure Project Manager (3-month project, remote role)","Stefanini Europe, S.L",( Todas as Zonas ),12-9-2024,Informática ( Analise de Sistemas )
Call Center - Sat - Administrativa (M/F) - Lousada,DICA PORTUGAL LDA,Porto,12-9-2024,Call Center / Help Desk
Mecânico de 1ª Faro,EVO TECH MOBILITY LDA,Faro,12-9-2024,Conservação / Manutenção / Técnica
Serralheiro Montador,"Adelino Pereira Cunha, Lda",Porto,12-9-2024,Indústria / Produção
Admite-se Delegado/a de Informação Médica,Achieve Join,Coimbra,12-9-2024,Saúde / Medicina / Enfermagem
Farmacêutico (m/f) - Cascais,Farmácia Cordeiro,Lisboa,12-9-2024,Farmácia / Biotecnologia
Operador Auxiliar (área manutenção) - Chamusca,ENVIROIL II - RECICLAGEM DE OLEOS USADOS LDA,Santarem,12-9-2024,Conservação / Manutenção / Técnica
Arquiteto/a - Açores,Confidencial,Açores,12-9-2024,Arquitectura / Design
Precisa-se de Cozinheiro(a) para Base Aérea nº5,JMC-Cleaning Services,Leiria,12-9-2024,Restauração / Bares / Pastelarias
Vidraceiro / ajudante com carta de condução,IDEALVIDRO,Setubal,12-9-2024,Indústria / Produção
Cozinheiro 3ª (M/F) - Golden Lisbon Hotel 4*,Golden Lisbon Hotel,Lisboa,12-9-2024,Hotelaria / Turismo
Farmacêutico (m/f) - Sintra,Farmácia Tereza Garcia,Lisboa,12-9-2024,Farmácia / Biotecnologia
TECNICO(A) DE CONTABILIDADE  (fluente em Espanhol/PRESENCIAL/Oeiras),REDE GLOBAL - GESTÃO E EXPLORAÇÃO DE FRANQUIAS SAR,Lisboa,12-9-2024,Contabilidade / Finanças
Pedreiro de 1ª,LMBS LDA,Lisboa,12-9-2024,Construção Civil
Adjunto de Diretor de Obra (M/F) - Lisboa,"Teixeira, Pinto & Soares, SA",Lisboa,12-9-2024,Engenharia ( Civil )
Consultor(a) Imobiliário(a),"REAL FOZ, UNIPESSOAL LDA",Coimbra,12-9-2024,Imobiliário
Técnico de Manutenção,"MWR - Madeira Waste Recycling, Lda",Madeira,12-9-2024,Serviços Técnicos
ENGENHEIRO ELETROTÉCNICO (m/f) Vila do Conde,J SILVA FARIA LDA,Porto,12-9-2024,Engenharia ( Eletrotecnica )
Desenhador - Orçamentista,Cicomol,Santarem,12-9-2024,Administração / Secretariado
Operador de Máquinas Agricolas,"VASVERDE - SOCIEDADE AGRICOLA, UNIPESSOAL LDA",Setubal,12-9-2024,Agricultura / Florestas / Pescas
Empregado de Balcão/ Mesas para restaurante em Gandra - Paredes,"Perspetiva Cativante, Lda",Porto,12-9-2024,Restauração / Bares / Pastelarias
Explicador(a)/Tutor(a) para sala de estudo a Termo certo (38H semanais),Associação Criagente - AIDESC (IPSS),Lisboa,12-9-2024,Educação / Formação
Copeiro(a) part time (Bucelas),Décimas Cristalinas,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Ajudante Familiar com disponibilidade Imediata e Total para Acompanhamento a Idosos,PRIMUS CARE -  LDA,Lisboa,12-9-2024,Serviços Sociais
MERCHANDISER  Zona LISBOA (M/F),"Clara Cunha, Lda.",Lisboa,12-9-2024,Publicidade / Marketing
Advogado Recém Agregado,BragaLegalOffice,Braga,12-9-2024,Direito / Justiça
Content Writer - Norwegian,Tech Mahindra Lisbon,Lisboa,12-9-2024,Comunicação Social / Media
Operador de armazém - regime noturno - LOURES-Zambujal,"LURDES NARCISO, LDA.",Lisboa,12-9-2024,Transportes / Logística
Técnico de Laboratório  Controlo de Qualidade,SIDEFARMA - Soc. Ind. de Expansão Farmacêutica,Lisboa,12-9-2024,Engenharia ( Química / Biologia )
Mecanico Automóvel (M/F),PAINTDRIVE - REPARACAO DE AUTOMOVEIS LIMITADA,Porto,12-9-2024,Serviços Técnicos
Colaborador para Ajudante de cozinha (m/f),DELICIA COSMICA - UNIPESSOAL LDA,Madeira,12-9-2024,Restauração / Bares / Pastelarias
Podologista,PerFisio - Gabinete de Fisioterapia,Braga,12-9-2024,Saúde / Medicina / Enfermagem
Montador industrial,SIQUEIRA & OLIVEIRA LDA,Viseu,12-9-2024,Indústria / Produção
Administrativo/a Técnico de Obra - Mealhada,MAXIVIDRO,Coimbra,12-9-2024,Engenharia ( Civil )
Motorista de Pesados - Distribuição - Carta C,"Transp. Fernando Simoes Monteiro, Unip Lda",Coimbra,12-9-2024,Transportes / Logística
Empregado/a de balcão - Trajouce / Cascais - com experiência no ramo,Zanancho Hidraulico,Lisboa,12-9-2024,Lojas / Comércio / Balcão
Medica/o Dentista,Clinica da Niza,Setubal,12-9-2024,Saúde / Medicina / Enfermagem
Beauty Advisor (M/F) Barreiro,SCC,Lisboa,12-9-2024,Beleza / Moda / Bem Estar
Motorista - Ligeiros,TRAVEL LINE AGENCIA DE VIAGENS E TURISMO LDA,Faro,12-9-2024,Transportes / Logística
Modelista,Prozis,Braga,12-9-2024,Serviços Técnicos
Administrador de Sistema e de Redes (m/f),MICROplasticos,Coimbra,12-9-2024,Informática ( Gestão de Redes )
Profissional Marketing Digital,"Iberoeste, Lda",Porto,12-9-2024,Comunicação Social / Media
Analista (m/f) - Matutano CARREGADO,Matutano Lda,Lisboa,12-9-2024,Serviços Técnicos
Precisa-se condutores e manobradores de máquinas para trabalhar em Espanha,ENGOASIS LDA,Outros Locais - Estrangeiro,12-9-2024,Construção Civil
Agente de Execução / Solicitador,BragaLegalOffice,Braga,12-9-2024,Direito / Justiça
Motorista para Entregas,Opulent Cornucopia Lda,Lisboa,12-9-2024,Transportes / Logística
Técnico(a) de Contabilidade - Mafra,"Mafriconta - Serviços de Contabilidade, Lda.",Lisboa,12-9-2024,Contabilidade / Finanças
Mecânico Auto,ADESS AG - SUCURSAL EM PORTUGAL,Lisboa,12-9-2024,Serviços Técnicos
Cozinheiro / Churrasqueiro - TAVIRA,"XICKEN CONCEPT, LDA.",Faro,12-9-2024,Restauração / Bares / Pastelarias
Recrutamento PERSONAL TRAINER - Life Gymnasium Vila Franca de Xira,Life Gymnasium,Lisboa,12-9-2024,Desporto / Ginásios
"TVDE Alverca do Ribatejo Turno Noite Uber & Bolt Green, Confort & Black comissão 45% TESLA MODEL 3",RECARREGASPILHAS - SOCIEDADE DE SERVIÇOS LDA,Lisboa,12-9-2024,Transportes / Logística
Animador(a) Sociocultural - CSP São Romão de Carnaxide,Centro Social Paroquial São Romão Carnaxide,Lisboa,12-9-2024,Serviços Sociais
Técnico de Laboratório  (m/f),CTIC - Centro Tecnológico das Indústrias do Couro,Santarem,12-9-2024,Engenharia ( Ambiente )
Ilustradores / pessoa artes / desenho para ilustrações ao vivo de pessoas em eventos,Celebrate Now,Setubal,12-9-2024,Artes / Entretenimento / Media
Farmacêutico/a Técnico/a,Farmácia Paiva,( Todas as Zonas ),12-9-2024,Farmácia / Biotecnologia
Farmacêutico e/ou Técnico de farmácia (M/F) Part-time - Farmácia Exposul,FARMEXPOSUL LDA,Lisboa,12-9-2024,Farmácia / Biotecnologia
Modelista,Prozis,Braga,12-9-2024,Serviços Técnicos
Distribuidor de Gás,"Litoralgas - Comercio de Combustível, Lda",Aveiro,12-9-2024,Transportes / Logística
Preparador com carta de condução para Maia,Tagus Services Outsoursing,Porto,12-9-2024,Conservação / Manutenção / Técnica
C# Developer,"GBT SOLUTIONS, LDA",Lisboa,12-9-2024,Informática ( Programação )
Administrativo/a,CENTRO DE COMPETENCIAS DE ENVELHECIMENTO ATIVO,Faro,12-9-2024,Administração / Secretariado
Pasteleiro,Beldoce de Ana Malaquias,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Consultor M/F,DNZ -imobiliária,Lisboa,12-9-2024,Imobiliário
Técnicos de Audiovisuais / Instaladores de Sistemas Audiovisuais - Lisboa,"Ésistemas, Lda",Lisboa,12-9-2024,Serviços Técnicos
B2B Sales Representative,JANTHEE L.L.C-FZ,Outros Locais - Estrangeiro,12-9-2024,Administração / Secretariado
Auxiliar de Técnico de Avifauna - Lagos Part-time 4h Entrada Imediata,Pinheiro & Pinheirinho LDA,Faro,12-9-2024,Conservação / Manutenção / Técnica
Precisa-se Médico Radiologista,Clinica Medica de Esmoriz,Aveiro,12-9-2024,Saúde / Medicina / Enfermagem
Estagio Marketing Digital (M/F) - Portimão,"Aktiva, Ldª",Faro,12-9-2024,Publicidade / Marketing
Polivalente de Construção Naval / Carpinteiro / Pintor / Laminador,TRIMARINE COMPÓSITOS LDA,Setubal,12-9-2024,Indústria / Produção
Técnicos de Contabilidade (M/F),Salgueiro SGPS,Aveiro,12-9-2024,Contabilidade / Finanças
Técnico de Controle de Pragas Urbanas em Lisboa,IBERPRAGAS Lda,Lisboa,12-9-2024,Serviços Técnicos
Ajudante Familiar com disponibilidade imediata e total para efetuar acompanhamento a idosos,Pluriapoio,Lisboa,12-9-2024,Serviços Sociais
Supervisor de Lavandaria Industrial em Mem Martins,AROMAS INOCENTES LDA,Lisboa,12-9-2024,Gestão de Empresas / Economia
Operador de Quinadeira e Máquina Corte Laser,DOORGATE,Leiria,12-9-2024,Indústria / Produção
Motorista de Transporte Público de Passageiros (M/F) - Monção,"Ovnitur-Viagens e Turismo, L.da",Viana do Castelo,12-9-2024,Transportes / Logística
Tecnico Electromedicina - Lisboa,Melt Group,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Ajudante Gruas,"ELEVOGRUAS, COMÉRCIO E ALUGUER DE GRUAS, LDA",Lisboa,12-9-2024,Construção Civil
Técnico(a) de contabilidade - Loulé,resolvinova,Faro,12-9-2024,Contabilidade / Finanças
Hotel Holiday Inn Lisboa pretende recrutar Bagageiro (m/f) para o Hotel 4**** em Lisboa,Continental,Lisboa,12-9-2024,Hotelaria / Turismo
Fisioterapeuta com formação em Pilates Clínico (part-time),AJFISIO,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Admitimos Montador de Andaimes (m/f) para França,"LTEK, Isolamentos Térmicos e Acústicos Lda.",Outros Locais - Estrangeiro,12-9-2024,Construção Civil
Coordenador técnico de futebol,"Imagem Correta, exercico e saude unipessoal lda",Lisboa,12-9-2024,Desporto / Ginásios
Precisa-se de tecnica de contas,"Ecomais, S.A.",Leiria,12-9-2024,Contabilidade / Finanças
Administrativo/a,CENTRO DE COMPETENCIAS DE ENVELHECIMENTO ATIVO,Faro,12-9-2024,Administração / Secretariado
Empregada Doméstica para Almancil,"Luxprojects, SA",Faro,12-9-2024,Limpezas / Domésticas
Full-time para Rececionista,Happy Clinic lda,Leiria,12-9-2024,Saúde / Medicina / Enfermagem
"Empregada/o de limpeza  full-time Malveira da Serra, Cascais",Yayem Ltd,Lisboa,12-9-2024,Limpezas / Domésticas
Ajudante/Servente de Pedreiro,Alagoa e Delgado,Lisboa,12-9-2024,Construção Civil
Junior 3PL International Freight Forwarding Operative (DQ - Data Quality),"CEVA / BOLLORÉ LOGISTICS PORTUGAL, LDA",Porto,12-9-2024,Transportes / Logística
Farmacêutico(a) para Farmácia em Benfica (ao lado da estação de comboios),FARMÁCIA ESTAÇÃO DE BENFICA,Lisboa,12-9-2024,Farmácia / Biotecnologia
Smarter Execution está a contratar formadores de Linux,Smarter Execution,( Todas as Zonas ),12-9-2024,Educação / Formação
Professor/a Matemática e/ou Físico-Química,Inovsaber,Viseu,12-9-2024,Educação / Formação
Técnico de Contabilidade,"GESTAVIA, UNIPESSOAL LDA",Setubal,12-9-2024,Contabilidade / Finanças
Professor(a) de 1° ciclo/ Educador(a) de Infância,Instituto da Imaculada,Lisboa,12-9-2024,Educação / Formação
Motorista de Ligeiros/Distribuidor (M/F) - Vila Pouca Aguiar,"Panimarão,Lda",Vila Real,12-9-2024,Transportes / Logística
Licenciado em Gestão em início de carreira,Grupo Lima,Porto,12-9-2024,Gestão de Empresas / Economia
Monitor - Centro de Inclusão Digital,ADILO,Porto,12-9-2024,Informática ( Programação )
Assistente Contabilidade,OCTAPHARMA PRODUTOS FARMACEUTICOS LDA,Lisboa,12-9-2024,Contabilidade / Finanças
Fullstack Developer,Pxosys Ltd (UK),( Todas as Zonas ),12-9-2024,Informática ( Programação )
"Rececionista/Administrativa (Albufeira, Algarve)",3HR Solutions,Faro,12-9-2024,Administração / Secretariado
HR Operations Specialist,"HAVAS PORTUGAL, LDA",Lisboa,12-9-2024,Gestão RH
Motorista Transporte ligeiro,Escola Educação Especial,Lisboa,12-9-2024,Transportes / Logística
Colaboradores/as para varias áreas,Beira Baixa TV,Castelo Branco,12-9-2024,Comunicação Social / Media
Engenheiro/a Alimentar para se juntar à nossa equipa,Frescura das Beiras Lda,Viseu,12-9-2024,Serviços Técnicos
Operador de Talho e Charcutaria m/f (Guia),WORK PERMIT - TRABALHO TEMPORÁRIO,Faro,12-9-2024,Lojas / Comércio / Balcão
